TARGET,CODE_GENDER,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,DAYS_BIRTH,DAYS_EMPLOYED
0,F,0,90000.0,504000.0,28143.0,Working,Secondary / secondary special,-12389,-2360
0,F,0,256500.0,573408.0,30681.0,Commercial associate,Higher education,-19946,-10940
0,F,0,67500.0,314100.0,16573.5,State servant,Secondary / secondary special,-12491,-1568
0,M,0,135000.0,314100.0,12091.5,Working,Secondary / secondary special,-20774,-1975
0,F,1,81000.0,432661.5,30897.0,Commercial associate,Higher education,-11274,-102
0,F,1,135000.0,474048.0,17698.5,Working,Secondary / secondary special,-11476,-833
0,F,0,180000.0,1076287.5,45729.0,Commercial associate,Secondary / secondary special,-18058,-2976
0,F,0,90000.0,180000.0,9000.0,Working,Secondary / secondary special,-12795,-1199
0,F,2,90000.0,355536.0,16195.5,Commercial associate,Secondary / secondary special,-9457,-414
0,F,0,112500.0,315000.0,15750.0,Pensioner,Secondary / secondary special,-21629,365243
0,F,2,90000.0,1288350.0,41692.5,Working,Secondary / secondary special,-14183,-1496
0,M,0,121500.0,585000.0,35919.0,Working,Secondary / secondary special,-12358,-4249
0,M,0,135000.0,586633.5,30082.5,Commercial associate,Secondary / secondary special,-20661,-1349
0,M,0,112500.0,305221.5,14359.5,Working,Secondary / secondary special,-13684,-704
0,F,0,180000.0,225000.0,24363.0,Commercial associate,Higher education,-12768,-1865
0,M,0,450000.0,1350000.0,67500.0,Pensioner,Higher education,-23131,365243
0,F,1,135000.0,540000.0,22828.5,Working,Secondary / secondary special,-12447,-1541
0,F,0,103500.0,384048.0,13923.0,Working,Secondary / secondary special,-20158,-430
0,M,0,112500.0,180000.0,9000.0,Working,Secondary / secondary special,-14535,-244
0,F,0,90000.0,495000.0,47128.5,Pensioner,Secondary / secondary special,-21271,365243
0,F,0,126000.0,594121.5,25299.0,Pensioner,Secondary / secondary special,-22968,365243
0,F,0,90000.0,204858.0,14386.5,Pensioner,Secondary / secondary special,-24706,365243
0,F,0,225000.0,312840.0,24844.5,Pensioner,Secondary / secondary special,-20897,365243
1,F,0,81000.0,450000.0,20979.0,Working,Incomplete higher,-10359,-1405
0,F,0,67500.0,148500.0,5728.5,Commercial associate,Secondary / secondary special,-14356,-2620
0,M,0,180000.0,1078200.0,31653.0,Commercial associate,Lower secondary,-12131,-3525
0,F,1,90000.0,814041.0,23800.5,Commercial associate,Secondary / secondary special,-14770,-219
0,F,0,225000.0,188478.0,20128.5,Working,Higher education,-15624,-3287
0,M,1,373500.0,592560.0,35937.0,State servant,Higher education,-15109,-4538
0,F,0,180000.0,787131.0,26145.0,Working,Secondary / secondary special,-15860,-1172
0,F,0,112500.0,260640.0,26838.0,Commercial associate,Higher education,-12461,-1269
0,F,1,157500.0,675000.0,32602.5,Working,Secondary / secondary special,-13506,-3397
0,F,0,117000.0,562500.0,23962.5,Pensioner,Secondary / secondary special,-21767,365243
0,F,0,90000.0,315000.0,15750.0,Pensioner,Secondary / secondary special,-23307,365243
0,M,0,99000.0,1236816.0,36292.5,Working,Secondary / secondary special,-19324,-979
0,F,0,49500.0,278613.0,16123.5,Working,Secondary / secondary special,-16207,-3487
1,F,0,157500.0,592560.0,40216.5,Working,Secondary / secondary special,-17032,-2809
0,F,0,405000.0,1350000.0,53662.5,Pensioner,Secondary / secondary special,-20390,365243
0,M,0,90000.0,101880.0,10939.5,Working,Secondary / secondary special,-11544,-1298
0,F,0,81000.0,203760.0,10782.0,Pensioner,Secondary / secondary special,-24146,365243
0,F,0,234000.0,698517.0,25218.0,Pensioner,Secondary / secondary special,-22929,365243
0,F,1,157500.0,651960.0,23548.5,Commercial associate,Higher education,-10727,-790
0,F,0,90000.0,612612.0,26086.5,Working,Higher education,-11670,-168
0,M,0,225000.0,1288350.0,37800.0,Working,Secondary / secondary special,-13022,-2871
0,F,0,360000.0,450000.0,44640.0,State servant,Incomplete higher,-11657,-1993
0,F,0,180000.0,269550.0,11547.0,Pensioner,Secondary / secondary special,-23569,365243
0,M,0,117000.0,129519.0,12744.0,Pensioner,Secondary / secondary special,-24957,365243
0,M,0,225000.0,1006920.0,54621.0,Pensioner,Higher education,-14402,365243
0,F,0,270000.0,639396.0,27220.5,Commercial associate,Secondary / secondary special,-14723,-5395
0,F,2,67500.0,267102.0,18720.0,Commercial associate,Secondary / secondary special,-16319,-8360
0,F,1,90000.0,414792.0,21307.5,Working,Incomplete higher,-10802,-1339
0,M,1,180000.0,188685.0,9760.5,Working,Secondary / secondary special,-17818,-10043
0,M,1,180000.0,562500.0,39280.5,Working,Secondary / secondary special,-11834,-92
0,M,0,135000.0,298512.0,35554.5,Working,Secondary / secondary special,-19403,-3186
1,F,0,112500.0,675000.0,26154.0,Commercial associate,Secondary / secondary special,-12277,-891
0,F,0,157500.0,545040.0,26509.5,Commercial associate,Higher education,-10483,-116
0,F,0,148500.0,288873.0,19305.0,Commercial associate,Incomplete higher,-12689,-135
0,F,0,135000.0,260640.0,28197.0,Commercial associate,Higher education,-10904,-895
0,F,0,90000.0,225000.0,17775.0,Working,Secondary / secondary special,-9016,-418
0,M,0,315000.0,526491.0,28561.5,Commercial associate,Secondary / secondary special,-13800,-1288
0,F,0,157500.0,77967.0,6160.5,Pensioner,Secondary / secondary special,-20233,365243
0,F,0,90000.0,390447.0,14850.0,Working,Secondary / secondary special,-11815,-2639
0,F,0,144000.0,679500.0,37939.5,Working,Secondary / secondary special,-22241,-15530
0,M,0,234000.0,679500.0,29929.5,Working,Secondary / secondary special,-12509,-5399
0,F,0,157500.0,921330.0,36666.0,Pensioner,Secondary / secondary special,-21160,365243
0,F,1,112500.0,675000.0,41427.0,Working,Secondary / secondary special,-14297,-5170
0,F,2,157500.0,244584.0,16051.5,Commercial associate,Secondary / secondary special,-14008,-716
0,F,1,90000.0,422505.0,27315.0,State servant,Higher education,-19085,-912
0,F,1,54000.0,180000.0,9000.0,Working,Higher education,-11385,-600
1,F,0,99000.0,497520.0,28692.0,Working,Secondary / secondary special,-16315,-3244
1,M,0,202500.0,427450.5,18958.5,Working,Secondary / secondary special,-15857,-2636
1,M,2,166500.0,630000.0,26820.0,Working,Secondary / secondary special,-13581,-305
0,F,0,90000.0,315000.0,15448.5,Commercial associate,Secondary / secondary special,-16338,-1348
1,M,0,184500.0,135000.0,6750.0,Commercial associate,Secondary / secondary special,-9216,-381
0,F,0,112500.0,270000.0,13500.0,Working,Secondary / secondary special,-14431,-5306
0,M,1,247500.0,320521.5,29394.0,Commercial associate,Secondary / secondary special,-11782,-3361
0,F,0,292500.0,733315.5,43006.5,State servant,Higher education,-12544,-1727
0,F,0,112500.0,835380.0,40320.0,Commercial associate,Higher education,-17129,-1292
0,F,0,162000.0,1293502.5,37944.0,State servant,Secondary / secondary special,-23106,-2934
0,F,0,337500.0,1800000.0,62568.0,State servant,Higher education,-17036,-2386
0,F,0,135000.0,90000.0,9450.0,Working,Secondary / secondary special,-10344,-227
0,F,1,112500.0,450000.0,22018.5,Commercial associate,Secondary / secondary special,-14198,-675
0,M,0,112500.0,765000.0,39190.5,Working,Secondary / secondary special,-16751,-2298
0,F,0,247500.0,1305000.0,36018.0,Working,Secondary / secondary special,-13054,-1625
0,F,2,67500.0,202500.0,10125.0,Working,Secondary / secondary special,-12378,-1953
0,F,1,135000.0,517788.0,34731.0,Working,Secondary / secondary special,-12725,-3066
0,M,0,81000.0,239850.0,23850.0,Pensioner,Secondary / secondary special,-24057,365243
0,F,0,135000.0,755190.0,36328.5,Pensioner,Secondary / secondary special,-22200,365243
0,M,1,225000.0,585000.0,31864.5,Working,Incomplete higher,-17299,-1050
0,M,2,157500.0,225000.0,11250.0,Working,Secondary / secondary special,-11622,-3231
0,F,0,157500.0,720000.0,23796.0,Commercial associate,Secondary / secondary special,-20073,-8709
0,M,1,270000.0,315000.0,35541.0,Working,Higher education,-9460,-491
0,F,0,112500.0,266832.0,20776.5,Working,Incomplete higher,-11505,-1406
0,M,1,121500.0,180000.0,9000.0,Working,Secondary / secondary special,-17758,-184
0,F,0,675000.0,2156400.0,59301.0,Commercial associate,Secondary / secondary special,-16253,-1195
0,F,2,135000.0,291384.0,18967.5,Working,Higher education,-11477,-1696
0,M,1,112500.0,448056.0,21015.0,Working,Secondary / secondary special,-12359,-215
0,F,0,81000.0,90000.0,9351.0,Pensioner,Secondary / secondary special,-23306,365243
0,F,0,76500.0,454500.0,19255.5,Pensioner,Secondary / secondary special,-10056,365243
0,M,0,144000.0,178290.0,19048.5,Working,Secondary / secondary special,-9940,-701
0,F,0,157500.0,550980.0,30897.0,State servant,Higher education,-11130,-4177
0,F,0,315000.0,1323000.0,52600.5,Working,Secondary / secondary special,-13584,-5334
1,F,1,130500.0,119925.0,12415.5,State servant,Secondary / secondary special,-15388,-2396
0,F,0,247500.0,1125000.0,44748.0,Working,Secondary / secondary special,-16530,-1600
0,F,0,135000.0,302341.5,21172.5,Working,Secondary / secondary special,-21773,-13148
0,F,0,346500.0,1125000.0,33025.5,Commercial associate,Higher education,-21153,-2655
0,F,1,67500.0,180000.0,9000.0,Working,Secondary / secondary special,-11312,-987
0,F,0,54000.0,101880.0,6763.5,Working,Secondary / secondary special,-12019,-183
0,F,0,54000.0,254700.0,13315.5,Pensioner,Secondary / secondary special,-23574,365243
0,F,0,180000.0,573408.0,29277.0,Working,Higher education,-15064,-1701
0,F,0,112500.0,728460.0,38808.0,Working,Secondary / secondary special,-20413,-786
0,M,1,139500.0,448299.0,24448.5,Commercial associate,Secondary / secondary special,-15170,-1638
0,F,0,148500.0,454500.0,23337.0,Working,Secondary / secondary special,-19399,-4067
0,F,0,103500.0,517500.0,18715.5,Working,Secondary / secondary special,-20339,-11785
0,F,0,81000.0,568867.5,17991.0,Working,Secondary / secondary special,-18983,-4198
0,F,0,216000.0,1442952.0,39811.5,Commercial associate,Higher education,-21072,-1093
0,F,0,90000.0,450000.0,23107.5,Pensioner,Secondary / secondary special,-24312,365243
0,M,0,270000.0,211500.0,25096.5,Commercial associate,Secondary / secondary special,-8684,-209
0,F,0,202500.0,1271281.5,65956.5,Working,Higher education,-14247,-2993
0,F,0,148500.0,180000.0,9000.0,Working,Higher education,-8016,-1177
0,M,0,202500.0,1350000.0,64948.5,Commercial associate,Incomplete higher,-8792,-992
0,F,2,112500.0,775188.0,39708.0,Working,Secondary / secondary special,-13598,-240
0,M,0,157500.0,1256400.0,44644.5,Working,Secondary / secondary special,-9987,-1210
1,F,1,90000.0,325908.0,17811.0,Working,Secondary / secondary special,-13077,-1841
0,F,0,171000.0,900000.0,32017.5,Working,Incomplete higher,-10077,-1724
0,F,0,81000.0,239850.0,23364.0,Pensioner,Lower secondary,-24793,365243
0,M,0,191250.0,193392.0,13054.5,State servant,Secondary / secondary special,-13541,-1822
0,M,0,360000.0,604152.0,29196.0,Working,Secondary / secondary special,-11755,-1656
0,M,0,121500.0,187704.0,12123.0,Working,Secondary / secondary special,-15816,-1258
0,F,0,180000.0,517266.0,28188.0,Working,Secondary / secondary special,-8063,-404
0,F,1,112500.0,1312110.0,55723.5,Working,Secondary / secondary special,-14783,-387
0,F,0,81000.0,157500.0,16537.5,Working,Secondary / secondary special,-19429,-758
0,F,0,76500.0,675000.0,21775.5,Pensioner,Secondary / secondary special,-20211,365243
0,F,2,81000.0,450000.0,21888.0,Working,Secondary / secondary special,-16035,-1600
0,F,1,90000.0,225000.0,12915.0,Working,Secondary / secondary special,-14153,-2166
0,M,3,202500.0,691551.0,46345.5,Working,Secondary / secondary special,-15168,-3508
0,M,0,238500.0,225000.0,23872.5,Working,Secondary / secondary special,-16392,-1265
0,F,0,157500.0,755190.0,29947.5,Commercial associate,Secondary / secondary special,-18418,-5942
0,M,3,112500.0,981747.0,39064.5,Working,Secondary / secondary special,-14928,-3526
0,F,0,202500.0,450000.0,30195.0,Pensioner,Higher education,-20183,365243
0,M,0,157500.0,545040.0,26640.0,Working,Secondary / secondary special,-11675,-2567
0,M,0,382500.0,254700.0,28804.5,Commercial associate,Higher education,-20345,-4087
0,F,1,225000.0,946764.0,37678.5,Commercial associate,Higher education,-11634,-1584
0,F,0,171000.0,422802.0,27148.5,Working,Higher education,-13073,-1182
0,M,0,90000.0,156384.0,16969.5,Working,Secondary / secondary special,-17612,-4372
0,M,0,96300.0,598486.5,19908.0,Commercial associate,Secondary / secondary special,-23478,-220
0,M,0,315000.0,270000.0,13500.0,Working,Incomplete higher,-15131,-3635
0,M,0,315000.0,1133748.0,33277.5,Working,Secondary / secondary special,-15499,-1549
0,M,0,135000.0,521280.0,41926.5,Working,Secondary / secondary special,-8630,-244
0,F,0,143100.0,1125000.0,33025.5,Pensioner,Secondary / secondary special,-22534,365243
0,F,1,126000.0,292500.0,12555.0,Commercial associate,Higher education,-14223,-1660
0,M,0,112500.0,450000.0,22018.5,Working,Secondary / secondary special,-11882,-4177
0,M,2,180000.0,970380.0,28503.0,Working,Secondary / secondary special,-11050,-650
0,F,1,90000.0,225000.0,11911.5,Working,Lower secondary,-12389,-217
0,F,0,135000.0,675000.0,19737.0,Working,Secondary / secondary special,-19842,-12634
0,M,2,180000.0,365359.5,39478.5,Working,Secondary / secondary special,-11938,-1324
0,F,1,157500.0,284400.0,13963.5,Working,Secondary / secondary special,-11890,-167
0,F,0,90000.0,675000.0,21906.0,Working,Secondary / secondary special,-17110,-7642
0,F,0,135000.0,314100.0,18981.0,Working,Secondary / secondary special,-13179,-808
0,M,2,382500.0,720000.0,19120.5,Commercial associate,Higher education,-18971,-2422
0,F,0,135000.0,254700.0,15709.5,Pensioner,Secondary / secondary special,-23812,365243
1,F,0,180000.0,537669.0,20398.5,Pensioner,Secondary / secondary special,-22170,365243
1,F,0,157500.0,497520.0,31923.0,Pensioner,Secondary / secondary special,-23931,365243
1,F,1,135000.0,219870.0,15003.0,Working,Secondary / secondary special,-14334,-1063
0,M,0,112500.0,675000.0,21775.5,Working,Secondary / secondary special,-11486,-102
0,F,0,225000.0,553500.0,23580.0,Working,Secondary / secondary special,-16572,-754
0,F,0,270000.0,1066752.0,31320.0,Commercial associate,Secondary / secondary special,-20437,-3523
0,M,2,351000.0,990432.0,52897.5,Commercial associate,Secondary / secondary special,-12097,-4033
0,M,0,360000.0,1065433.5,45270.0,Working,Secondary / secondary special,-14829,-7050
0,M,0,112500.0,306000.0,8896.5,Commercial associate,Incomplete higher,-9273,-823
0,F,0,112500.0,157500.0,10525.5,Commercial associate,Secondary / secondary special,-11237,-2501
0,F,0,198000.0,1036980.0,34402.5,Commercial associate,Secondary / secondary special,-23034,-123
0,M,1,135000.0,562491.0,27058.5,Working,Incomplete higher,-11638,-5009
0,F,2,112500.0,450000.0,25965.0,Commercial associate,Secondary / secondary special,-9976,-921
0,F,0,112500.0,180000.0,9000.0,Pensioner,Secondary / secondary special,-21628,365243
0,M,2,211500.0,508495.5,35388.0,Working,Higher education,-12114,-3268
0,F,0,81000.0,1125000.0,36423.0,State servant,Secondary / secondary special,-18740,-2721
0,F,0,117000.0,258709.5,14980.5,Working,Secondary / secondary special,-18976,-2679
0,M,2,292500.0,971280.0,49468.5,Commercial associate,Higher education,-14524,-1257
0,F,0,112500.0,225000.0,15115.5,Working,Secondary / secondary special,-17287,-1187
0,F,0,99000.0,808650.0,26217.0,Commercial associate,Secondary / secondary special,-9531,-2888
0,M,0,216000.0,745119.0,38173.5,Working,Secondary / secondary special,-12774,-815
0,F,1,157500.0,396000.0,19390.5,Working,Secondary / secondary special,-11229,-3757
0,M,0,121500.0,254700.0,17149.5,Working,Higher education,-8685,-1353
0,F,1,180000.0,1078200.0,34911.0,Commercial associate,Secondary / secondary special,-13298,-1267
0,M,1,225000.0,1451047.5,55269.0,Commercial associate,Incomplete higher,-15103,-3168
0,F,0,247500.0,945000.0,39127.5,Working,Secondary / secondary special,-18044,-178
0,M,0,180000.0,180000.0,9000.0,Working,Secondary / secondary special,-10424,-2290
0,F,1,121500.0,270000.0,13500.0,Working,Secondary / secondary special,-17931,-1692
0,F,1,135000.0,459000.0,21397.5,Working,Secondary / secondary special,-18991,-193
0,F,1,180000.0,143910.0,15498.0,Working,Secondary / secondary special,-14386,-379
0,M,0,180000.0,629325.0,30276.0,Working,Secondary / secondary special,-18218,-3679
0,F,1,112500.0,1442952.0,39811.5,Pensioner,Secondary / secondary special,-19105,365243
0,F,0,112500.0,781920.0,34573.5,State servant,Secondary / secondary special,-19295,-5246
0,M,0,427500.0,1006920.0,42660.0,Working,Secondary / secondary special,-12454,-2777
0,F,2,90000.0,463941.0,25299.0,State servant,Secondary / secondary special,-15107,-117
0,F,0,90000.0,348264.0,17689.5,Pensioner,Lower secondary,-24614,365243
0,F,0,157500.0,325908.0,17811.0,Commercial associate,Secondary / secondary special,-14334,-1478
0,F,1,202500.0,916470.0,26928.0,Working,Secondary / secondary special,-14211,-626
0,M,0,135000.0,1042560.0,34456.5,Working,Secondary / secondary special,-18802,-1659
0,F,0,135000.0,599778.0,25542.0,Pensioner,Secondary / secondary special,-22326,365243
0,M,0,135000.0,143910.0,14364.0,Pensioner,Incomplete higher,-18653,365243
0,M,0,112500.0,386977.5,18949.5,State servant,Secondary / secondary special,-9705,-388
0,F,0,135000.0,947884.5,48528.0,Pensioner,Secondary / secondary special,-22788,365243
0,F,1,270000.0,152820.0,16177.5,Commercial associate,Secondary / secondary special,-13823,-533
0,F,1,225000.0,900000.0,26316.0,Working,Secondary / secondary special,-14144,-4941
0,F,0,180000.0,1971072.0,68643.0,Working,Secondary / secondary special,-13408,-2907
0,F,0,135000.0,454500.0,17739.0,Working,Secondary / secondary special,-19928,-4294
0,F,0,157500.0,490536.0,28291.5,Working,Secondary / secondary special,-18807,-1069
0,M,0,193500.0,1012653.0,40288.5,Working,Incomplete higher,-11480,-1240
1,M,2,202500.0,592560.0,32143.5,Working,Secondary / secondary special,-11205,-2980
0,F,2,67500.0,755190.0,30078.0,Working,Secondary / secondary special,-14535,-6740
0,F,0,157500.0,1224198.0,39622.5,Working,Secondary / secondary special,-11030,-797
0,F,0,161100.0,500211.0,47493.0,Pensioner,Secondary / secondary special,-22235,365243
0,F,0,117000.0,454500.0,44406.0,Pensioner,Secondary / secondary special,-23116,365243
0,F,2,135000.0,675000.0,26284.5,Working,Secondary / secondary special,-10152,-347
0,F,2,67500.0,269550.0,12618.0,Working,Secondary / secondary special,-12376,-118
0,F,0,189000.0,469152.0,20007.0,Working,Secondary / secondary special,-17809,-5703
0,F,0,135000.0,463500.0,26010.0,Working,Secondary / secondary special,-21614,-4228
0,M,0,157500.0,381528.0,18553.5,Working,Lower secondary,-14050,-3213
0,M,1,247500.0,672187.5,53892.0,Working,Secondary / secondary special,-10255,-1229
0,F,0,157500.0,1293165.0,37939.5,Commercial associate,Secondary / secondary special,-16380,-2331
0,F,0,112500.0,640080.0,29970.0,Working,Incomplete higher,-14226,-676
1,M,0,180000.0,247500.0,13554.0,Working,Secondary / secondary special,-13604,-3092
0,F,0,144000.0,544491.0,15916.5,State servant,Secondary / secondary special,-20767,-3881
0,F,0,81000.0,781920.0,26725.5,Pensioner,Secondary / secondary special,-22989,365243
1,F,0,157500.0,1133748.0,33277.5,Commercial associate,Secondary / secondary special,-22967,-405
0,F,1,202500.0,2085120.0,72607.5,Working,Secondary / secondary special,-23360,-6049
0,F,0,90000.0,270000.0,13500.0,Working,Secondary / secondary special,-20085,-1369
0,M,1,351000.0,675000.0,49117.5,Working,Higher education,-9332,-873
0,F,0,225000.0,699808.5,27882.0,Commercial associate,Incomplete higher,-18309,-482
0,M,1,225000.0,352044.0,17253.0,Working,Secondary / secondary special,-18025,-395
0,F,0,112500.0,531265.5,24894.0,Working,Secondary / secondary special,-14701,-587
0,M,0,126000.0,568800.0,15133.5,Working,Higher education,-17515,-2825
0,F,0,157500.0,569398.5,41562.0,Working,Secondary / secondary special,-13044,-6150
1,F,0,135000.0,381528.0,27778.5,Working,Secondary / secondary special,-17365,-2128
0,M,2,180000.0,495000.0,49090.5,Working,Higher education,-14538,-6723
0,F,0,90000.0,271066.5,12069.0,Pensioner,Secondary / secondary special,-23479,365243
0,F,0,405000.0,781920.0,47965.5,Working,Higher education,-17465,-7627
0,F,1,189000.0,450000.0,22990.5,Commercial associate,Higher education,-8694,-129
0,M,0,90000.0,969579.0,32175.0,Pensioner,Higher education,-23775,365243
0,M,0,121500.0,558855.0,40797.0,Working,Higher education,-16954,-8094
0,F,2,315000.0,545040.0,39627.0,Commercial associate,Higher education,-14890,-2912
1,F,2,67500.0,170640.0,13482.0,Commercial associate,Secondary / secondary special,-8089,-1527
0,F,0,202500.0,1078200.0,38331.0,Commercial associate,Secondary / secondary special,-17953,-389
0,F,2,67500.0,113760.0,8986.5,Working,Higher education,-12538,-1948
0,F,0,427500.0,1671210.0,48024.0,Commercial associate,Higher education,-10026,-2328
0,F,3,184500.0,284400.0,22599.0,Commercial associate,Secondary / secondary special,-13991,-811
0,F,1,180000.0,148365.0,10323.0,Working,Secondary / secondary special,-17297,-2689
0,F,0,157500.0,545040.0,17536.5,Working,Secondary / secondary special,-23679,-999
1,M,0,180000.0,711072.0,25668.0,Commercial associate,Secondary / secondary special,-12564,-713
0,F,1,139500.0,958500.0,28026.0,Working,Higher education,-15309,-6710
0,F,0,225000.0,247275.0,16965.0,Working,Higher education,-14626,-270
0,F,0,216000.0,946503.0,40099.5,Pensioner,Secondary / secondary special,-23370,365243
0,F,0,103500.0,936000.0,27364.5,Working,Secondary / secondary special,-13439,-1277
0,M,1,180000.0,270000.0,13500.0,Working,Secondary / secondary special,-16657,-1106
0,F,0,90000.0,450000.0,22500.0,State servant,Higher education,-16462,-2047
0,F,2,180000.0,1029658.5,32458.5,State servant,Higher education,-14315,-6326
0,F,0,135000.0,1125000.0,47794.5,Working,Secondary / secondary special,-17587,-1330
0,F,0,166500.0,450000.0,27324.0,Working,Secondary / secondary special,-12366,-2576
0,F,0,45000.0,254700.0,14350.5,Pensioner,Secondary / secondary special,-24387,365243
0,F,0,360000.0,900000.0,45000.0,Commercial associate,Higher education,-13818,-172
0,F,0,131400.0,450000.0,23301.0,Commercial associate,Secondary / secondary special,-10287,-950
0,F,0,202500.0,189000.0,10980.0,State servant,Secondary / secondary special,-23956,-5362
0,F,0,157500.0,670500.0,19732.5,State servant,Secondary / secondary special,-18161,-9897
0,F,0,112500.0,180000.0,9000.0,Working,Secondary / secondary special,-8918,-2039
0,M,0,112500.0,622188.0,22477.5,Pensioner,Secondary / secondary special,-21913,365243
0,F,0,157500.0,270000.0,13500.0,Working,Secondary / secondary special,-14008,-1275
0,F,0,54000.0,81000.0,5760.0,Pensioner,Secondary / secondary special,-24442,365243
0,F,0,225000.0,629325.0,26793.0,Commercial associate,Secondary / secondary special,-10974,-246
0,F,0,157500.0,609187.5,33178.5,Commercial associate,Secondary / secondary special,-20081,-886
0,M,0,108000.0,167076.0,11758.5,Pensioner,Secondary / secondary special,-22830,365243
0,F,0,148500.0,675000.0,22437.0,Commercial associate,Secondary / secondary special,-17480,-4243
0,F,1,112500.0,973710.0,28597.5,Working,Secondary / secondary special,-20192,-1907
0,M,0,225000.0,1096020.0,56092.5,Working,Secondary / secondary special,-14085,-1232
0,F,0,67500.0,810000.0,40500.0,Pensioner,Secondary / secondary special,-19662,365243
0,F,0,112500.0,350415.0,30204.0,Working,Higher education,-9893,-1439
0,F,0,189000.0,526491.0,17527.5,Pensioner,Secondary / secondary special,-23175,365243
0,F,2,67500.0,135000.0,5850.0,Working,Secondary / secondary special,-15373,-369
0,M,0,337500.0,835380.0,40320.0,Commercial associate,Higher education,-12071,-2469
0,M,1,112500.0,450000.0,30073.5,Working,Secondary / secondary special,-9066,-230
0,F,1,157500.0,269550.0,11871.0,Commercial associate,Secondary / secondary special,-10294,-1237
0,F,0,67500.0,239850.0,23850.0,Pensioner,Secondary / secondary special,-24112,365243
0,M,0,157500.0,450000.0,22500.0,Working,Secondary / secondary special,-23127,-11550
0,M,0,112500.0,180000.0,9000.0,Working,Lower secondary,-12049,-445
0,F,2,184500.0,1078200.0,31522.5,Working,Higher education,-10598,-854
0,F,0,225000.0,301536.0,14634.0,Pensioner,Secondary / secondary special,-22756,365243
0,F,0,675000.0,1255680.0,41499.0,Commercial associate,Higher education,-19814,-2726
0,F,0,202500.0,315000.0,21181.5,Commercial associate,Higher education,-12416,-2563
0,F,0,112500.0,405000.0,17968.5,Pensioner,Higher education,-19767,365243
0,F,1,90000.0,413235.0,30069.0,State servant,Secondary / secondary special,-8644,-291
0,M,0,256500.0,1303200.0,46809.0,Commercial associate,Secondary / secondary special,-21011,-2756
0,F,0,171000.0,1293502.5,37948.5,Working,Secondary / secondary special,-16698,-2934
0,F,1,144000.0,517500.0,36148.5,Commercial associate,Secondary / secondary special,-15846,-2056
0,F,2,193500.0,675000.0,21775.5,Working,Secondary / secondary special,-14815,-3337
0,M,0,225000.0,293535.0,31612.5,Commercial associate,Incomplete higher,-10024,-312
0,F,0,225000.0,633681.0,30951.0,Working,Secondary / secondary special,-14608,-870
0,F,0,225000.0,479578.5,26145.0,Commercial associate,Secondary / secondary special,-15496,-579
0,M,0,270000.0,270000.0,13500.0,Working,Higher education,-18261,-1755
0,F,0,166500.0,675000.0,37822.5,Working,Secondary / secondary special,-15167,-1573
0,F,2,202500.0,545040.0,26640.0,State servant,Secondary / secondary special,-11380,-1572
0,F,0,540000.0,545040.0,19705.5,Pensioner,Secondary / secondary special,-23598,365243
0,F,0,103500.0,283500.0,10818.0,Commercial associate,Secondary / secondary special,-13648,-912
0,F,0,112500.0,225000.0,11074.5,Working,Secondary / secondary special,-15264,-6806
0,F,1,166500.0,521280.0,31630.5,Working,Secondary / secondary special,-8469,-1254
0,M,0,126000.0,432567.0,23593.5,Working,Secondary / secondary special,-15375,-3858
0,F,0,202500.0,834048.0,27693.0,Working,Secondary / secondary special,-16357,-1403
0,M,0,202500.0,454500.0,19255.5,Commercial associate,Secondary / secondary special,-17518,-5826
0,F,0,94500.0,339241.5,15943.5,State servant,Secondary / secondary special,-9306,-1291
0,F,0,135000.0,337500.0,16875.0,Working,Secondary / secondary special,-11386,-308
0,F,0,229500.0,1339884.0,36846.0,Commercial associate,Secondary / secondary special,-16974,-5321
0,F,0,225000.0,1129500.0,31059.0,Working,Secondary / secondary special,-16119,-400
0,F,1,170937.0,900000.0,38637.0,Commercial associate,Higher education,-12503,-185
0,M,1,315000.0,1069285.5,54724.5,Working,Lower secondary,-13388,-537
0,F,0,112500.0,801963.0,29848.5,Commercial associate,Higher education,-10446,-216
0,F,0,90000.0,305221.5,11092.5,Pensioner,Secondary / secondary special,-21828,365243
0,M,1,292500.0,225000.0,11074.5,Working,Secondary / secondary special,-16778,-3478
0,F,0,247500.0,1249740.0,66091.5,Working,Secondary / secondary special,-14786,-1098
0,F,0,360000.0,1506816.0,49927.5,Commercial associate,Secondary / secondary special,-14781,-4292
0,F,0,135000.0,417024.0,20191.5,Pensioner,Secondary / secondary special,-21056,365243
1,M,1,67500.0,225000.0,13896.0,Working,Secondary / secondary special,-10975,-1307
0,F,0,225000.0,1014588.0,33660.0,Pensioner,Higher education,-20266,365243
0,F,0,166500.0,1006920.0,42790.5,Pensioner,Secondary / secondary special,-22196,365243
1,F,1,112500.0,545040.0,26640.0,Working,Secondary / secondary special,-12693,-334
1,F,0,103500.0,906228.0,38394.0,Pensioner,Secondary / secondary special,-21045,365243
0,F,0,180000.0,828000.0,36472.5,Pensioner,Higher education,-20556,365243
0,F,2,112500.0,616500.0,29659.5,Working,Secondary / secondary special,-11443,-593
0,F,0,81000.0,247500.0,12375.0,Working,Higher education,-10553,-2049
0,M,0,171000.0,314055.0,13437.0,State servant,Secondary / secondary special,-13861,-3609
